epoch,gen_loss,disc_loss
1,75.24430465698242,0.6997466087341309
2,59.21308708190918,0.7246063947677612
3,48.664167404174805,0.5707145929336548
4,40.16609191894531,0.4993179440498352
5,33.309916496276855,0.3934488296508789
