epoch,gen_loss,disc_loss
1,73.90215174357097,0.7524400552113851
2,65.38873291015625,0.7915735642115275
3,62.33178838094076,0.751170019308726
4,55.43377176920573,0.691586414972941
5,57.70535659790039,0.6101677020390829
